,Cash,Position,pnl,g_sl,g_tp,close,no_trades,no_wins
182,10000,0.0,0,0,0,27,0.0,0.0
183,10000,0.0,0,0,0,26,0.0,0.0
184,10000,0.0,0,0,0,26,0.0,0.0
185,10000,0.0,0,0,0,26,0.0,0.0
186,10000,0.0,0,0,0,27,0.0,0.0
187,10000,0.0,0,0,0,28,0.0,0.0
188,10000,0.0,0,0,0,27,0.0,0.0
189,10000,0.0,0,0,0,27,0.0,0.0
190,10000,0.0,0,0,0,27,0.0,0.0
191,10000,0.0,0,0,0,26,0.0,0.0
192,10000,0.0,0,0,0,26,0.0,0.0
193,10000,0.0,0,0,0,27,0.0,0.0
194,10000,0.0,0,0,0,27,0.0,0.0
195,10000,0.0,0,0,0,28,0.0,0.0
196,10000,0.0,0,0,0,28,0.0,0.0
197,10000,0.0,0,0,0,28,0.0,0.0
198,10000,0.0,0,0,0,27,0.0,0.0
199,10000,0.0,0,0,0,28,0.0,0.0
200,10000,0.0,0,0,0,29,0.0,0.0
201,10000,0.0,0,0,0,29,0.0,0.0
202,10000,0.0,0,0,0,29,0.0,0.0
203,10000,0.0,0,0,0,29,0.0,0.0
204,10000,0.0,0,0,0,29,0.0,0.0
205,10000,0.0,0,0,0,29,0.0,0.0
206,10000,0.0,0,0,0,29,0.0,0.0
207,10000,0.0,0,0,0,29,0.0,0.0
208,10000,0.0,0,0,0,30,0.0,0.0
209,10000,0.0,0,0,0,31,0.0,0.0
210,10000,0.0,0,0,0,31,0.0,0.0
211,10000,0.0,0,0,0,31,0.0,0.0
212,10000,0.0,0,0,0,31,0.0,0.0
213,10000,0.0,0,0,0,32,0.0,0.0
214,10000,0.0,0,0,0,32,0.0,0.0
215,10000,0.0,0,0,0,32,0.0,0.0
216,10000,0.0,0,0,0,33,0.0,0.0
217,10000,0.0,0,0,0,33,0.0,0.0
218,10000,0.0,0,0,0,32,0.0,0.0
219,10000,0.0,0,0,0,32,0.0,0.0
220,10000,0.0,0,0,0,32,0.0,0.0
221,10000,0.0,0,0,0,32,0.0,0.0
222,10000,0.0,0,0,0,32,0.0,0.0
223,10000,0.0,0,0,0,32,0.0,0.0
224,10000,0.0,0,0,0,31,0.0,0.0
